annee,code_departement,type_alerte,nb_alertes
2021,05,Sécheresse,113
2021,22,Sécheresse,38
2021,35,Sécheresse,41
2021,53,Sécheresse,45
2021,56,Sécheresse,35
2021,61,Sécheresse,38
2021,34,Sécheresse,137
2021,48,Sécheresse,103
2021,66,Sécheresse,146
2021,36,Inondation,3
2021,86,Inondation,4
2021,26,Inondation,16
2021,84,Inondation,11
2021,2A,Sécheresse,146
2021,13,Inondation,10
2021,11,Sécheresse,129
2021,04,Sécheresse,123
2021,04,Inondation,6
2021,43,Inondation,4
2021,48,Inondation,14
2021,69,Inondation,7
2021,71,Inondation,6
2021,60,Inondation,4
2021,76,Inondation,1
2021,77,Inondation,3
2021,27,Inondation,2
2021,54,Inondation,4
2021,61,Inondation,3
2021,72,Inondation,3
2021,75,Inondation,4
2021,91,Inondation,3
2021,08,Inondation,4
2021,21,Inondation,4
2021,57,Inondation,4
2021,58,Inondation,4
2021,59,Inondation,6
2021,89,Inondation,2
2021,17,Inondation,1
2021,79,Inondation,3
2021,80,Inondation,6
2021,18,Inondation,6
2021,24,Inondation,6
2021,28,Inondation,2
2021,14,Inondation,5
2021,22,Inondation,3
2021,56,Inondation,3
2021,87,Inondation,6
2021,02,Inondation,2
2021,10,Inondation,2
2021,94,Inondation,2
2021,52,Inondation,3
2021,55,Inondation,3
2021,35,Inondation,2
2021,53,Inondation,2
2021,51,Inondation,3
2021,62,Inondation,3
2021,41,Inondation,1
2021,45,Inondation,4
2021,78,Inondation,2
2021,92,Inondation,1
2021,93,Inondation,1
2021,95,Inondation,2
2021,29,Inondation,2
2021,47,Inondation,2
2021,82,Inondation,3
2021,31,Inondation,6
2022,01,Gel,131
2022,03,Gel,95
2022,04,Gel,195
2022,05,Gel,231
2022,06,Gel,183
2022,07,Gel,134
2022,09,Gel,155
2022,11,Gel,79
2022,12,Gel,98
2022,15,Gel,129
2022,19,Gel,101
2022,21,Gel,92
2022,23,Gel,104
2022,24,Gel,68
2022,25,Gel,152
2022,26,Gel,151
2022,30,Gel,127
2022,31,Gel,174
2022,32,Gel,44
2022,34,Gel,84
2022,36,Gel,72
2022,38,Gel,225
2022,39,Gel,150
2022,40,Sécheresse,154
2022,42,Gel,129
2022,43,Gel,147
2022,46,Gel,75
2022,48,Gel,139
2022,52,Gel,106
2022,58,Gel,88
2022,63,Gel,140
2022,64,Sécheresse,148
2022,65,Gel,205
2022,69,Gel,88
2022,70,Gel,114
2022,71,Gel,97
2022,73,Gel,232
2022,74,Gel,336
2022,79,Gel,63
2022,81,Gel,75
2022,83,Gel,121
2022,84,Gel,123
2022,86,Gel,65
2022,87,Gel,68
2022,90,Gel,113
2022,2A,Gel,163
2022,57,Gel,100
2022,66,Gel,166
2022,68,Gel,118
2022,88,Gel,112
2022,64,Gel,141
2022,67,Gel,119
2022,68,Inondation,13
2022,02,Gel,73
2022,08,Gel,93
2022,10,Gel,78
2022,14,Gel,51
2022,16,Gel,61
2022,17,Gel,53
2022,18,Gel,76
2022,27,Gel,46
2022,28,Gel,74
2022,2B,Gel,124
2022,33,Gel,53
2022,35,Gel,42
2022,37,Gel,57
2022,40,Gel,55
2022,41,Gel,61
2022,44,Gel,47
2022,45,Gel,62
2022,49,Gel,50
2022,50,Gel,57
2022,51,Gel,84
2022,53,Gel,53
2022,54,Gel,86
2022,55,Gel,86
2022,56,Gel,44
2022,60,Gel,70
2022,61,Gel,63
2022,72,Gel,53
2022,76,Gel,58
2022,77,Gel,77
2022,78,Gel,54
2022,80,Gel,67
2022,85,Gel,48
2022,89,Gel,74
2022,91,Gel,48
2022,95,Gel,42
2022,13,Gel,73
2022,29,Gel,38
2022,2B,Inondation,11
2022,47,Gel,52
2022,59,Gel,50
2022,62,Gel,53
2022,75,Gel,46
2022,82,Gel,53
2022,92,Gel,21
2022,93,Gel,35
2022,94,Gel,27
2022,64,Inondation,16
2022,88,Inondation,14
2022,09,Inondation,5
2022,11,Inondation,6
2022,31,Inondation,3
2022,34,Inondation,13
2022,65,Inondation,11
2022,66,Inondation,7
2022,81,Inondation,8
2022,22,Gel,37
2022,55,Inondation,4
2022,67,Inondation,4
2022,07,Inondation,27
2022,29,Inondation,3
2022,30,Inondation,17
2022,48,Inondation,18
2022,06,Inondation,6
2022,83,Inondation,12
2022,01,Inondation,8
2022,15,Inondation,14
2022,46,Inondation,4
2022,70,Inondation,9
2022,90,Inondation,9
2022,38,Inondation,17
2022,12,Inondation,9
2022,2A,Inondation,17
2022,65,Sécheresse,149
2022,40,Inondation,5
2022,36,Sécheresse,134
2022,26,Inondation,14
2022,05,Inondation,7
2022,16,Inondation,1
2022,17,Inondation,1
2022,19,Inondation,5
2022,23,Inondation,5
2022,24,Inondation,1
2022,25,Inondation,10
2022,39,Inondation,9
2022,63,Inondation,10
2022,73,Inondation,11
2022,74,Inondation,15
2022,87,Inondation,1
2022,06,Sécheresse,166
2022,10,Inondation,2
2022,27,Inondation,1
2022,28,Inondation,3
2022,2B,Sécheresse,174
2022,51,Inondation,4
2022,52,Inondation,1
2022,54,Inondation,1
2022,57,Inondation,2
2022,61,Inondation,1
2022,77,Inondation,3
2022,78,Inondation,2
2022,91,Inondation,1
2022,23,Sécheresse,115
2022,33,Sécheresse,147
2022,37,Sécheresse,114
2022,67,Sécheresse,118
2022,68,Sécheresse,118
2022,04,Sécheresse,152
2022,07,Sécheresse,168
2022,11,Sécheresse,171
2022,12,Sécheresse,146
2022,13,Sécheresse,178
2022,19,Sécheresse,143
2022,26,Sécheresse,162
2022,2A,Sécheresse,178
2022,30,Sécheresse,173
2022,34,Sécheresse,166
2022,38,Sécheresse,152
2022,74,Sécheresse,126
2022,83,Sécheresse,175
2022,84,Sécheresse,176
2022,05,Sécheresse,143
2022,09,Sécheresse,147
2022,16,Sécheresse,131
2022,24,Sécheresse,147
2022,35,Sécheresse,86
2022,44,Sécheresse,102
2022,46,Sécheresse,156
2022,47,Sécheresse,147
2022,48,Sécheresse,127
2022,50,Sécheresse,72
2022,66,Sécheresse,166
2022,69,Sécheresse,137
2022,73,Sécheresse,136
2022,15,Sécheresse,128
2022,82,Sécheresse,150
2022,04,Inondation,9
2022,43,Inondation,3
2022,84,Inondation,12
2022,44,Inondation,2
2022,56,Inondation,4
2022,58,Inondation,3
2022,79,Inondation,1
2022,31,Sécheresse,153
2022,43,Sécheresse,132
2022,18,Sécheresse,122
2022,62,Inondation,6
2022,87,Sécheresse,117
2022,03,Sécheresse,123
2022,10,Sécheresse,109
2022,17,Sécheresse,121
2022,32,Sécheresse,149
2022,39,Sécheresse,117
2022,49,Sécheresse,108
2022,52,Sécheresse,106
2022,54,Sécheresse,105
2022,58,Sécheresse,113
2022,70,Sécheresse,111
2022,71,Sécheresse,125
2022,79,Sécheresse,114
2022,81,Sécheresse,148
2022,85,Sécheresse,107
2022,86,Sécheresse,120
2022,01,Sécheresse,130
2022,02,Sécheresse,91
2022,08,Sécheresse,100
2022,14,Sécheresse,75
2022,21,Sécheresse,114
2022,22,Sécheresse,71
2022,25,Sécheresse,116
2022,27,Sécheresse,89
2022,28,Sécheresse,96
2022,29,Sécheresse,60
2022,41,Sécheresse,105
2022,42,Sécheresse,137
2022,45,Sécheresse,107
2022,51,Sécheresse,102
2022,53,Sécheresse,95
2022,55,Sécheresse,101
2022,56,Sécheresse,80
2022,57,Sécheresse,102
2022,59,Sécheresse,81
2022,60,Sécheresse,88
2022,61,Sécheresse,83
2022,63,Sécheresse,121
2022,72,Sécheresse,104
2022,75,Sécheresse,94
2022,76,Sécheresse,82
2022,77,Sécheresse,105
2022,78,Sécheresse,94
2022,80,Sécheresse,81
2022,88,Sécheresse,98
2022,89,Sécheresse,109
2022,91,Sécheresse,95
2022,92,Sécheresse,90
2022,93,Sécheresse,93
2022,94,Sécheresse,94
2022,95,Sécheresse,83
2022,62,Sécheresse,70
2022,90,Sécheresse,105
2022,35,Inondation,4
2022,50,Inondation,4
2022,72,Inondation,2
2022,14,Inondation,1
2022,22,Inondation,4
2022,42,Inondation,2
2022,69,Inondation,3
2022,18,Inondation,1
2022,53,Inondation,1
2022,03,Inondation,2
2022,32,Inondation,2
2022,82,Inondation,1
2022,21,Inondation,1
2022,71,Inondation,1
2022,93,Inondation,1
2022,85,Inondation,1
2022,49,Inondation,1
2022,80,Inondation,2
2022,76,Inondation,2
2022,36,Inondation,1
2022,37,Inondation,1
2022,41,Inondation,1
2022,45,Inondation,1
2022,86,Inondation,1
2022,89,Inondation,1
2022,13,Inondation,4
2023,04,Gel,204
2023,05,Gel,257
2023,38,Gel,239
2023,63,Gel,136
2023,65,Gel,225
2023,73,Gel,245
2023,74,Gel,325
2023,83,Gel,121
2023,06,Gel,193
2023,26,Gel,149
2023,31,Gel,166
2023,34,Inondation,12
2023,64,Gel,154
2023,66,Gel,174
2023,02,Gel,59
2023,03,Gel,89
2023,09,Gel,163
2023,10,Gel,67
2023,18,Gel,62
2023,19,Gel,91
2023,21,Gel,75
2023,23,Gel,84
2023,25,Gel,137
2023,36,Gel,59
2023,39,Gel,136
2023,40,Gel,59
2023,42,Gel,123
2023,43,Gel,136
2023,48,Gel,144
2023,52,Gel,87
2023,68,Gel,110
2023,79,Gel,47
2023,86,Gel,52
2023,01,Gel,127
2023,07,Gel,125
2023,11,Gel,85
2023,12,Gel,105
2023,13,Gel,76
2023,15,Gel,131
2023,30,Gel,131
2023,33,Gel,46
2023,34,Gel,85
2023,46,Gel,80
2023,47,Gel,56
2023,54,Gel,75
2023,57,Gel,79
2023,58,Gel,71
2023,67,Gel,106
2023,69,Gel,78
2023,71,Gel,78
2023,81,Gel,84
2023,82,Gel,57
2023,84,Gel,131
2023,88,Gel,91
2023,90,Gel,112
2023,2A,Gel,163
2023,24,Gel,64
2023,2B,Gel,127
2023,32,Gel,43
2023,04,Inondation,12
2023,05,Inondation,17
2023,06,Inondation,15
2023,15,Inondation,18
2023,25,Inondation,9
2023,2A,Inondation,28
2023,2B,Inondation,17
2023,63,Inondation,18
2023,68,Inondation,13
2023,83,Inondation,14
2023,88,Inondation,12
2023,70,Gel,108
2023,08,Gel,66
2023,77,Gel,61
2023,87,Gel,68
2023,79,Inondation,5
2023,90,Inondation,10
2023,32,Inondation,4
2023,40,Inondation,13
2023,64,Inondation,29
2023,65,Inondation,17
2023,14,Gel,43
2023,27,Gel,46
2023,28,Gel,58
2023,35,Gel,41
2023,41,Gel,56
2023,45,Gel,55
2023,49,Gel,45
2023,50,Gel,47
2023,51,Gel,62
2023,53,Gel,45
2023,55,Gel,72
2023,59,Gel,41
2023,60,Gel,57
2023,61,Gel,54
2023,62,Gel,40
2023,72,Gel,46
2023,75,Gel,40
2023,76,Gel,49
2023,78,Gel,50
2023,80,Gel,53
2023,89,Gel,64
2023,91,Gel,48
2023,93,Gel,32
2023,94,Gel,23
2023,95,Gel,39
2023,16,Gel,47
2023,17,Gel,43
2023,22,Gel,34
2023,29,Gel,28
2023,37,Gel,46
2023,44,Gel,41
2023,56,Gel,42
2023,85,Gel,43
2023,92,Gel,15
2023,30,Inondation,13
2023,48,Inondation,16
2023,07,Inondation,20
2023,08,Inondation,4
2023,55,Inondation,3
2023,57,Inondation,4
2023,2A,Sécheresse,178
2023,2B,Sécheresse,175
2023,01,Inondation,14
2023,12,Inondation,8
2023,17,Inondation,4
2023,19,Inondation,9
2023,24,Inondation,1
2023,33,Inondation,7
2023,38,Inondation,31
2023,42,Inondation,8
2023,46,Inondation,3
2023,47,Inondation,1
2023,73,Inondation,27
2023,74,Inondation,30
2023,81,Inondation,7
2023,87,Inondation,7
2023,06,Sécheresse,163
2023,11,Inondation,8
2023,66,Sécheresse,170
2023,83,Sécheresse,175
2023,09,Sécheresse,141
2023,12,Sécheresse,136
2023,19,Sécheresse,132
2023,24,Sécheresse,140
2023,31,Sécheresse,151
2023,32,Sécheresse,148
2023,33,Sécheresse,142
2023,38,Sécheresse,143
2023,40,Sécheresse,151
2023,46,Sécheresse,139
2023,47,Sécheresse,143
2023,63,Sécheresse,126
2023,64,Sécheresse,147
2023,65,Sécheresse,143
2023,81,Sécheresse,141
2023,03,Sécheresse,125
2023,05,Sécheresse,136
2023,15,Sécheresse,122
2023,18,Sécheresse,124
2023,23,Sécheresse,118
2023,36,Sécheresse,128
2023,42,Sécheresse,132
2023,43,Sécheresse,129
2023,58,Sécheresse,121
2023,71,Sécheresse,126
2023,82,Sécheresse,144
2023,09,Inondation,8
2023,11,Sécheresse,162
2023,13,Sécheresse,165
2023,07,Sécheresse,149
2023,26,Sécheresse,149
2023,34,Sécheresse,156
2023,30,Sécheresse,155
2023,84,Sécheresse,158
2023,01,Sécheresse,130
2023,04,Sécheresse,137
2023,16,Sécheresse,132
2023,17,Sécheresse,122
2023,48,Sécheresse,126
2023,69,Sécheresse,133
2023,73,Sécheresse,128
2023,79,Sécheresse,121
2023,86,Sécheresse,124
2023,87,Sécheresse,113
2023,49,Sécheresse,115
2023,85,Sécheresse,114
2023,02,Sécheresse,95
2023,08,Sécheresse,89
2023,10,Sécheresse,112
2023,21,Sécheresse,123
2023,25,Sécheresse,114
2023,39,Sécheresse,118
2023,45,Sécheresse,113
2023,51,Sécheresse,105
2023,52,Sécheresse,112
2023,54,Sécheresse,103
2023,55,Sécheresse,100
2023,57,Sécheresse,102
2023,67,Sécheresse,120
2023,68,Sécheresse,120
2023,70,Sécheresse,114
2023,74,Sécheresse,123
2023,76,Sécheresse,78
2023,77,Sécheresse,114
2023,88,Sécheresse,105
2023,89,Sécheresse,112
2023,90,Sécheresse,108
2023,37,Sécheresse,116
2023,41,Sécheresse,110
2023,43,Inondation,7
2023,69,Inondation,4
2023,84,Inondation,5
2023,03,Inondation,3
2023,91,Sécheresse,103
2023,26,Inondation,16
2023,31,Inondation,1
2023,35,Sécheresse,88
2023,44,Sécheresse,98
2023,53,Sécheresse,82
2023,72,Sécheresse,100
2023,75,Sécheresse,100
2023,14,Sécheresse,68
2023,27,Sécheresse,84
2023,28,Sécheresse,92
2023,29,Sécheresse,45
2023,50,Sécheresse,59
2023,56,Sécheresse,68
2023,60,Sécheresse,86
2023,78,Sécheresse,99
2023,80,Sécheresse,74
2023,92,Sécheresse,88
2023,93,Sécheresse,97
2023,94,Sécheresse,101
2023,59,Sécheresse,75
2023,61,Sécheresse,70
2023,95,Sécheresse,82
2023,62,Sécheresse,61
2023,22,Sécheresse,69
2023,13,Inondation,3
2023,66,Inondation,3
2023,76,Inondation,3
2023,86,Inondation,2
2023,23,Inondation,4
2023,21,Inondation,2
2023,51,Inondation,2
2023,71,Inondation,4
2023,39,Inondation,11
2023,62,Inondation,5
2023,80,Inondation,4
2023,28,Inondation,1
2023,61,Inondation,2
2023,77,Inondation,2
2023,45,Inondation,1
2023,75,Inondation,1
2023,93,Inondation,1
2023,67,Inondation,3
2023,54,Inondation,1
2023,14,Inondation,1
2023,50,Inondation,5
2023,70,Inondation,9
2023,52,Inondation,3
2023,02,Inondation,1
2023,59,Inondation,2
2023,49,Inondation,2
2023,35,Inondation,2
2023,44,Inondation,3
2023,56,Inondation,3
2023,36,Inondation,3
2023,85,Inondation,2
2023,16,Inondation,1
2023,53,Inondation,1
2023,29,Inondation,1
2023,58,Inondation,2
2024,01,Gel,128
2024,04,Gel,212
2024,05,Gel,272
2024,06,Gel,189
2024,07,Gel,128
2024,09,Gel,163
2024,11,Gel,76
2024,13,Gel,64
2024,14,Inondation,4
2024,15,Gel,139
2024,22,Inondation,2
2024,25,Gel,150
2024,26,Gel,146
2024,29,Inondation,7
2024,2A,Gel,159
2024,2B,Gel,124
2024,30,Gel,133
2024,31,Gel,118
2024,38,Gel,250
2024,39,Gel,148
2024,42,Gel,120
2024,43,Gel,141
2024,44,Inondation,3
2024,48,Gel,154
2024,50,Inondation,5
2024,56,Inondation,5
2024,63,Gel,133
2024,64,Gel,144
2024,65,Gel,228
2024,66,Gel,175
2024,67,Gel,97
2024,68,Gel,109
2024,69,Gel,80
2024,70,Gel,115
2024,73,Gel,263
2024,74,Gel,339
2024,84,Gel,120
2024,90,Gel,108
2024,08,Inondation,6
2024,12,Gel,100
2024,25,Inondation,9
2024,34,Gel,70
2024,55,Inondation,3
2024,62,Inondation,4
2024,68,Inondation,12
2024,70,Inondation,15
2024,74,Inondation,21
2024,81,Gel,74
2024,83,Gel,114
2024,88,Inondation,11
2024,90,Inondation,12
2024,06,Inondation,29
2024,31,Inondation,7
2024,35,Gel,35
2024,56,Gel,34
2024,64,Inondation,26
2024,83,Inondation,24
2024,03,Gel,89
2024,10,Gel,54
2024,16,Gel,34
2024,17,Gel,26
2024,18,Gel,55
2024,19,Gel,90
2024,21,Gel,66
2024,28,Gel,50
2024,33,Gel,30
2024,36,Gel,45
2024,41,Gel,45
2024,45,Gel,44
2024,51,Gel,58
2024,52,Gel,70
2024,54,Gel,54
2024,57,Gel,68
2024,58,Gel,68
2024,71,Gel,74
2024,78,Gel,43
2024,86,Gel,40
2024,87,Gel,58
2024,88,Gel,94
2024,89,Gel,54
2024,02,Gel,44
2024,08,Gel,52
2024,23,Gel,74
2024,29,Gel,22
2024,2B,Inondation,26
2024,40,Gel,37
2024,44,Gel,29
2024,46,Gel,62
2024,59,Gel,32
2024,72,Gel,45
2024,76,Gel,39
2024,79,Gel,35
2024,85,Gel,30
2024,14,Gel,34
2024,22,Gel,24
2024,24,Gel,42
2024,27,Gel,34
2024,37,Gel,35
2024,49,Gel,36
2024,50,Gel,37
2024,53,Gel,40
2024,55,Gel,51
2024,60,Gel,41
2024,61,Gel,49
2024,62,Gel,33
2024,75,Gel,33
2024,77,Gel,50
2024,80,Gel,41
2024,91,Gel,38
2024,92,Gel,14
2024,93,Gel,26
2024,94,Gel,22
2024,95,Gel,34
2024,32,Gel,26
2024,47,Gel,31
2024,82,Gel,30
2024,34,Inondation,22
2024,01,Inondation,9
2024,05,Inondation,21
2024,15,Inondation,23
2024,19,Inondation,16
2024,38,Inondation,33
2024,39,Inondation,10
2024,63,Inondation,10
2024,73,Inondation,23
2024,11,Sécheresse,143
2024,34,Sécheresse,144
2024,65,Sécheresse,108
2024,66,Sécheresse,148
2024,09,Sécheresse,104
2024,64,Sécheresse,122
2024,04,Inondation,11
2024,07,Inondation,29
2024,13,Inondation,8
2024,26,Inondation,14
2024,30,Inondation,30
2024,48,Inondation,32
2024,84,Inondation,13
2024,12,Inondation,16
2024,2A,Inondation,20
2024,81,Inondation,8
2024,31,Sécheresse,110
2024,79,Inondation,4
2024,33,Inondation,6
2024,40,Inondation,12
2024,47,Inondation,2
2024,17,Inondation,2
2024,09,Inondation,7
2024,66,Inondation,7
2024,03,Inondation,8
2024,21,Inondation,6
2024,42,Inondation,13
2024,43,Inondation,13
2024,58,Inondation,8
2024,71,Inondation,8
2024,89,Inondation,5
2024,07,Sécheresse,128
2024,13,Sécheresse,161
2024,30,Sécheresse,139
2024,83,Sécheresse,156
2024,19,Sécheresse,99
2024,24,Sécheresse,99
2024,06,Sécheresse,143
2024,26,Sécheresse,124
2024,40,Sécheresse,111
2024,05,Sécheresse,103
2024,16,Sécheresse,85
2024,17,Sécheresse,79
2024,32,Sécheresse,100
2024,33,Sécheresse,98
2024,38,Sécheresse,116
2024,43,Sécheresse,87
2024,46,Sécheresse,109
2024,47,Sécheresse,99
2024,81,Sécheresse,91
2024,82,Sécheresse,96
2024,84,Sécheresse,153
2024,2B,Sécheresse,162
2024,69,Inondation,9
2024,65,Inondation,12
2024,16,Inondation,2
2024,23,Inondation,9
2024,24,Inondation,4
2024,2A,Sécheresse,176
2024,36,Inondation,6
2024,41,Inondation,4
2024,86,Inondation,2
2024,87,Inondation,7
2024,52,Inondation,6
2024,03,Sécheresse,91
2024,18,Sécheresse,89
2024,23,Sécheresse,74
2024,36,Sécheresse,91
2024,58,Sécheresse,77
2024,63,Sécheresse,85
2024,68,Sécheresse,88
2024,73,Sécheresse,100
2024,74,Sécheresse,91
2024,86,Sécheresse,78
2024,87,Sécheresse,74
2024,01,Sécheresse,98
2024,02,Sécheresse,59
2024,08,Sécheresse,61
2024,10,Sécheresse,77
2024,15,Sécheresse,77
2024,25,Sécheresse,85
2024,39,Sécheresse,88
2024,41,Sécheresse,68
2024,42,Sécheresse,93
2024,45,Sécheresse,75
2024,51,Sécheresse,74
2024,52,Sécheresse,68
2024,54,Sécheresse,73
2024,55,Sécheresse,74
2024,57,Sécheresse,74
2024,60,Sécheresse,55
2024,67,Sécheresse,91
2024,69,Sécheresse,105
2024,70,Sécheresse,82
2024,71,Sécheresse,87
2024,77,Sécheresse,73
2024,88,Sécheresse,75
2024,89,Sécheresse,73
2024,90,Sécheresse,76
2024,94,Sécheresse,60
2024,04,Sécheresse,112
2024,18,Inondation,5
2024,21,Sécheresse,80
2024,12,Sécheresse,97
2024,27,Sécheresse,58
2024,48,Sécheresse,90
2024,72,Sécheresse,57
2024,85,Sécheresse,70
2024,14,Sécheresse,37
2024,22,Sécheresse,39
2024,28,Sécheresse,60
2024,35,Sécheresse,48
2024,37,Sécheresse,71
2024,44,Sécheresse,57
2024,49,Sécheresse,71
2024,50,Sécheresse,30
2024,53,Sécheresse,43
2024,59,Sécheresse,54
2024,61,Sécheresse,36
2024,75,Sécheresse,66
2024,76,Sécheresse,54
2024,78,Sécheresse,64
2024,79,Sécheresse,72
2024,80,Sécheresse,50
2024,91,Sécheresse,62
2024,92,Sécheresse,55
2024,93,Sécheresse,60
2024,95,Sécheresse,53
2024,37,Inondation,4
2024,27,Inondation,2
2024,28,Inondation,5
2024,46,Inondation,5
2024,61,Inondation,5
2024,77,Inondation,6
2024,29,Sécheresse,19
2024,56,Sécheresse,30
2024,62,Sécheresse,44
2024,57,Inondation,4
2024,67,Inondation,4
2024,54,Inondation,4
2024,53,Inondation,5
2024,72,Inondation,5
2024,91,Inondation,3
2024,85,Inondation,4
2024,80,Inondation,1
2024,11,Inondation,8
2024,49,Inondation,3
2024,82,Inondation,3
2024,93,Inondation,2
2024,94,Inondation,2
2024,10,Inondation,1
2024,60,Inondation,3
2024,76,Inondation,3
2024,35,Inondation,2
2024,51,Inondation,2
2024,02,Inondation,1
2024,45,Inondation,1
2024,59,Inondation,1
2024,75,Inondation,2
2024,78,Inondation,2
2024,92,Inondation,1
2024,95,Inondation,2
2024,32,Inondation,1
2011,28,Inondation,0
2011,75,Inondation,0
2011,92,Inondation,0
2011,93,Inondation,0
2011,95,Inondation,0
2012,75,Inondation,0
2012,92,Inondation,0
2012,93,Inondation,0
2012,94,Inondation,0
2012,95,Inondation,0
2013,75,Inondation,0
2013,92,Inondation,0
2013,94,Inondation,0
2014,02,Inondation,0
2014,75,Inondation,0
2014,92,Inondation,0
2014,93,Inondation,0
2014,94,Inondation,0
2014,95,Inondation,0
2015,22,Inondation,0
2015,60,Inondation,0
2015,75,Inondation,0
2015,92,Inondation,0
2015,93,Inondation,0
2015,94,Inondation,0
2015,95,Inondation,0
2016,35,Inondation,0
2016,53,Inondation,0
2016,61,Inondation,0
2017,35,Inondation,0
2017,37,Inondation,0
2017,53,Inondation,0
2017,85,Inondation,0
2017,95,Inondation,0
2019,36,Inondation,0
2019,41,Inondation,0
2019,49,Inondation,0
2019,55,Inondation,0
2019,72,Inondation,0
2019,92,Inondation,0
2019,95,Inondation,0
2020,28,Inondation,0
2020,37,Inondation,0
2020,72,Inondation,0
2020,94,Inondation,0
2021,16,Inondation,0
2021,32,Inondation,0
2022,02,Inondation,0
2022,08,Inondation,0
2022,33,Inondation,0
2022,47,Inondation,0
2022,59,Inondation,0
2022,60,Inondation,0
2022,75,Inondation,0
2022,92,Inondation,0
2022,94,Inondation,0
2022,95,Inondation,0
2023,10,Inondation,0
2023,18,Inondation,0
2023,22,Inondation,0
2023,27,Inondation,0
2023,37,Inondation,0
2023,41,Inondation,0
2023,60,Inondation,0
2023,72,Inondation,0
2023,78,Inondation,0
2023,82,Inondation,0
2023,89,Inondation,0
2023,91,Inondation,0
2023,92,Inondation,0
2023,94,Inondation,0
2023,95,Inondation,0
2019,92,Sécheresse,0
