"code_departement","annee","type_alerte","nb_alertes"
"84",2023,"Inondation",5
"03",2023,"Inondation",3
"91",2023,"Sécheresse",103
"26",2023,"Inondation",16
"31",2023,"Inondation",1
"35",2023,"Sécheresse",88
"44",2023,"Sécheresse",98
"53",2023,"Sécheresse",82
"72",2023,"Sécheresse",100
"75",2023,"Sécheresse",100
"14",2023,"Sécheresse",68
"27",2023,"Sécheresse",84
"28",2023,"Sécheresse",92
"29",2023,"Sécheresse",45
"50",2023,"Sécheresse",59
"56",2023,"Sécheresse",68
"60",2023,"Sécheresse",86
"78",2023,"Sécheresse",99
"80",2023,"Sécheresse",74
"92",2023,"Sécheresse",88
"93",2023,"Sécheresse",97
"94",2023,"Sécheresse",101
"59",2023,"Sécheresse",75
"61",2023,"Sécheresse",70
"95",2023,"Sécheresse",82
"62",2023,"Sécheresse",61
"22",2023,"Sécheresse",69
"13",2023,"Inondation",3
"66",2023,"Inondation",3
"76",2023,"Inondation",3
"86",2023,"Inondation",2
"23",2023,"Inondation",4
"21",2023,"Inondation",2
"51",2023,"Inondation",2
"71",2023,"Inondation",4
"39",2023,"Inondation",11
"62",2023,"Inondation",5
"80",2023,"Inondation",4
"28",2023,"Inondation",1
"61",2023,"Inondation",2
"77",2023,"Inondation",2
"45",2023,"Inondation",1
"75",2023,"Inondation",1
"93",2023,"Inondation",1
"67",2023,"Inondation",3
"54",2023,"Inondation",1
"14",2023,"Inondation",1
"50",2023,"Inondation",5
"70",2023,"Inondation",9
"52",2023,"Inondation",3
"02",2023,"Inondation",1
"59",2023,"Inondation",2
"49",2023,"Inondation",2
"35",2023,"Inondation",2
"44",2023,"Inondation",3
"56",2023,"Inondation",3
"36",2023,"Inondation",3
"85",2023,"Inondation",2
"16",2023,"Inondation",1
"53",2023,"Inondation",1
"29",2023,"Inondation",1
"58",2023,"Inondation",2
"01",2024,"Gel",128
"04",2024,"Gel",212
"05",2024,"Gel",272
"06",2024,"Gel",189
"07",2024,"Gel",128
"09",2024,"Gel",163
"11",2024,"Gel",76
"13",2024,"Gel",64
"14",2024,"Inondation",4
"15",2024,"Gel",139
"22",2024,"Inondation",2
"25",2024,"Gel",150
"26",2024,"Gel",146
"29",2024,"Inondation",7
"2A",2024,"Gel",159
"2B",2024,"Gel",124
"30",2024,"Gel",133
"31",2024,"Gel",118
"38",2024,"Gel",250
"39",2024,"Gel",148
"42",2024,"Gel",120
"43",2024,"Gel",141
"44",2024,"Inondation",3
"48",2024,"Gel",154
"50",2024,"Inondation",5
"56",2024,"Inondation",5
"63",2024,"Gel",133
"64",2024,"Gel",144
"65",2024,"Gel",228
"66",2024,"Gel",175
"67",2024,"Gel",97
"68",2024,"Gel",109
"69",2024,"Gel",80
"70",2024,"Gel",115
"73",2024,"Gel",263
"74",2024,"Gel",339
"84",2024,"Gel",120
"90",2024,"Gel",108
"08",2024,"Inondation",6
"12",2024,"Gel",100
"25",2024,"Inondation",9
"34",2024,"Gel",70
"55",2024,"Inondation",3
"62",2024,"Inondation",4
"68",2024,"Inondation",12
"70",2024,"Inondation",15
"74",2024,"Inondation",21
"81",2024,"Gel",74
"83",2024,"Gel",114
"88",2024,"Inondation",11
"90",2024,"Inondation",12
"06",2024,"Inondation",29
"31",2024,"Inondation",7
"35",2024,"Gel",35
"56",2024,"Gel",34
"64",2024,"Inondation",26
"83",2024,"Inondation",24
"03",2024,"Gel",89
"10",2024,"Gel",54
"16",2024,"Gel",34
"17",2024,"Gel",26
"18",2024,"Gel",55
"19",2024,"Gel",90
"21",2024,"Gel",66
"28",2024,"Gel",50
"33",2024,"Gel",30
"36",2024,"Gel",45
"41",2024,"Gel",45
"45",2024,"Gel",44
"51",2024,"Gel",58
"52",2024,"Gel",70
"54",2024,"Gel",54
"57",2024,"Gel",68
"58",2024,"Gel",68
"71",2024,"Gel",74
"78",2024,"Gel",43
"86",2024,"Gel",40
"87",2024,"Gel",58
"88",2024,"Gel",94
"89",2024,"Gel",54
"02",2024,"Gel",44
"08",2024,"Gel",52
"23",2024,"Gel",74
"29",2024,"Gel",22
"2B",2024,"Inondation",26
"40",2024,"Gel",37
"44",2024,"Gel",29
"46",2024,"Gel",62
"59",2024,"Gel",32
"72",2024,"Gel",45
"76",2024,"Gel",39
"79",2024,"Gel",35
"85",2024,"Gel",30
"14",2024,"Gel",34
"22",2024,"Gel",24
"24",2024,"Gel",42
"27",2024,"Gel",34
"37",2024,"Gel",35
"49",2024,"Gel",36
"50",2024,"Gel",37
"53",2024,"Gel",40
"55",2024,"Gel",51
"60",2024,"Gel",41
"61",2024,"Gel",49
"62",2024,"Gel",33
"75",2024,"Gel",33
"77",2024,"Gel",50
"80",2024,"Gel",41
"91",2024,"Gel",38
"92",2024,"Gel",14
"93",2024,"Gel",26
"94",2024,"Gel",22
"95",2024,"Gel",34
"32",2024,"Gel",26
"47",2024,"Gel",31
"82",2024,"Gel",30
"34",2024,"Inondation",22
"01",2024,"Inondation",9
"05",2024,"Inondation",21
"15",2024,"Inondation",23
"19",2024,"Inondation",16
"38",2024,"Inondation",33
"39",2024,"Inondation",10
"63",2024,"Inondation",10
"73",2024,"Inondation",23
"11",2024,"Sécheresse",143
"34",2024,"Sécheresse",144
"65",2024,"Sécheresse",108
"66",2024,"Sécheresse",148
"09",2024,"Sécheresse",104
"64",2024,"Sécheresse",122
"04",2024,"Inondation",11
"07",2024,"Inondation",29
"13",2024,"Inondation",8
"26",2024,"Inondation",14
"30",2024,"Inondation",30
"48",2024,"Inondation",32
"84",2024,"Inondation",13
"12",2024,"Inondation",16
"2A",2024,"Inondation",20
"81",2024,"Inondation",8
"31",2024,"Sécheresse",110
"79",2024,"Inondation",4
"33",2024,"Inondation",6
"40",2024,"Inondation",12
"47",2024,"Inondation",2
"17",2024,"Inondation",2
"09",2024,"Inondation",7
"66",2024,"Inondation",7
"03",2024,"Inondation",8
"21",2024,"Inondation",6
"42",2024,"Inondation",13
"43",2024,"Inondation",13
"58",2024,"Inondation",8
"71",2024,"Inondation",8
"89",2024,"Inondation",5
"07",2024,"Sécheresse",128
"13",2024,"Sécheresse",161
"30",2024,"Sécheresse",139
"83",2024,"Sécheresse",156
"19",2024,"Sécheresse",99
"24",2024,"Sécheresse",99
"06",2024,"Sécheresse",143
"26",2024,"Sécheresse",124
"40",2024,"Sécheresse",111
"05",2024,"Sécheresse",103
"16",2024,"Sécheresse",85
"17",2024,"Sécheresse",79
"32",2024,"Sécheresse",100
"33",2024,"Sécheresse",98
"38",2024,"Sécheresse",116
"43",2024,"Sécheresse",87
"46",2024,"Sécheresse",109
"47",2024,"Sécheresse",99
"81",2024,"Sécheresse",91
"82",2024,"Sécheresse",96
"84",2024,"Sécheresse",153
"2B",2024,"Sécheresse",162
"69",2024,"Inondation",9
"65",2024,"Inondation",12
"16",2024,"Inondation",2
"23",2024,"Inondation",9
"24",2024,"Inondation",4
"2A",2024,"Sécheresse",176
"36",2024,"Inondation",6
"41",2024,"Inondation",4
"86",2024,"Inondation",2
"87",2024,"Inondation",7
"52",2024,"Inondation",6
"03",2024,"Sécheresse",91
"18",2024,"Sécheresse",89
"23",2024,"Sécheresse",74
"36",2024,"Sécheresse",91
"58",2024,"Sécheresse",77
"63",2024,"Sécheresse",85
"68",2024,"Sécheresse",88
"73",2024,"Sécheresse",100
"74",2024,"Sécheresse",91
"86",2024,"Sécheresse",78
"87",2024,"Sécheresse",74
"01",2024,"Sécheresse",98
"02",2024,"Sécheresse",59
"08",2024,"Sécheresse",61
"10",2024,"Sécheresse",77
"15",2024,"Sécheresse",77
"25",2024,"Sécheresse",85
"39",2024,"Sécheresse",88
"41",2024,"Sécheresse",68
"42",2024,"Sécheresse",93
"45",2024,"Sécheresse",75
"51",2024,"Sécheresse",74
"52",2024,"Sécheresse",68
"54",2024,"Sécheresse",73
"55",2024,"Sécheresse",74
"57",2024,"Sécheresse",74
"60",2024,"Sécheresse",55
"67",2024,"Sécheresse",91
"69",2024,"Sécheresse",105
"70",2024,"Sécheresse",82
"71",2024,"Sécheresse",87
"77",2024,"Sécheresse",73
"88",2024,"Sécheresse",75
"89",2024,"Sécheresse",73
"90",2024,"Sécheresse",76
"94",2024,"Sécheresse",60
"04",2024,"Sécheresse",112
"18",2024,"Inondation",5
"21",2024,"Sécheresse",80
"12",2024,"Sécheresse",97
"27",2024,"Sécheresse",58
"48",2024,"Sécheresse",90
"72",2024,"Sécheresse",57
"85",2024,"Sécheresse",70
"14",2024,"Sécheresse",37
"22",2024,"Sécheresse",39
"28",2024,"Sécheresse",60
"35",2024,"Sécheresse",48
"37",2024,"Sécheresse",71
"44",2024,"Sécheresse",57
"49",2024,"Sécheresse",71
"50",2024,"Sécheresse",30
"53",2024,"Sécheresse",43
"59",2024,"Sécheresse",54
"61",2024,"Sécheresse",36
"75",2024,"Sécheresse",66
"76",2024,"Sécheresse",54
"78",2024,"Sécheresse",64
"79",2024,"Sécheresse",72
"80",2024,"Sécheresse",50
"91",2024,"Sécheresse",62
"92",2024,"Sécheresse",55
"93",2024,"Sécheresse",60
"95",2024,"Sécheresse",53
"37",2024,"Inondation",4
"27",2024,"Inondation",2
"28",2024,"Inondation",5
"46",2024,"Inondation",5
"61",2024,"Inondation",5
"77",2024,"Inondation",6
"29",2024,"Sécheresse",19
"56",2024,"Sécheresse",30
"62",2024,"Sécheresse",44
"57",2024,"Inondation",4
"67",2024,"Inondation",4
"54",2024,"Inondation",4
"53",2024,"Inondation",5
"72",2024,"Inondation",5
"91",2024,"Inondation",3
"85",2024,"Inondation",4
"80",2024,"Inondation",1
"11",2024,"Inondation",8
"49",2024,"Inondation",3
"82",2024,"Inondation",3
"93",2024,"Inondation",2
"94",2024,"Inondation",2
"10",2024,"Inondation",1
"60",2024,"Inondation",3
"76",2024,"Inondation",3
"35",2024,"Inondation",2
"51",2024,"Inondation",2
"02",2024,"Inondation",1
"45",2024,"Inondation",1
"59",2024,"Inondation",1
"75",2024,"Inondation",2
"78",2024,"Inondation",2
"92",2024,"Inondation",1
"95",2024,"Inondation",2
"32",2024,"Inondation",1
"28",2011,"Inondation",0
"75",2011,"Inondation",0
"92",2011,"Inondation",0
"93",2011,"Inondation",0
"95",2011,"Inondation",0
"75",2012,"Inondation",0
"92",2012,"Inondation",0
"93",2012,"Inondation",0
"94",2012,"Inondation",0
"95",2012,"Inondation",0
"75",2013,"Inondation",0
"92",2013,"Inondation",0
"94",2013,"Inondation",0
"02",2014,"Inondation",0
"75",2014,"Inondation",0
"92",2014,"Inondation",0
"93",2014,"Inondation",0
"94",2014,"Inondation",0
"95",2014,"Inondation",0
"22",2015,"Inondation",0
"60",2015,"Inondation",0
"75",2015,"Inondation",0
"92",2015,"Inondation",0
"93",2015,"Inondation",0
"94",2015,"Inondation",0
"95",2015,"Inondation",0
"35",2016,"Inondation",0
"53",2016,"Inondation",0
"61",2016,"Inondation",0
"35",2017,"Inondation",0
"37",2017,"Inondation",0
"53",2017,"Inondation",0
"85",2017,"Inondation",0
"95",2017,"Inondation",0
"36",2019,"Inondation",0
"41",2019,"Inondation",0
"49",2019,"Inondation",0
"55",2019,"Inondation",0
"72",2019,"Inondation",0
"92",2019,"Inondation",0
"95",2019,"Inondation",0
"28",2020,"Inondation",0
"37",2020,"Inondation",0
"72",2020,"Inondation",0
"94",2020,"Inondation",0
"16",2021,"Inondation",0
"32",2021,"Inondation",0
"02",2022,"Inondation",0
"08",2022,"Inondation",0
"33",2022,"Inondation",0
"47",2022,"Inondation",0
"59",2022,"Inondation",0
"60",2022,"Inondation",0
"75",2022,"Inondation",0
"92",2022,"Inondation",0
"94",2022,"Inondation",0
"95",2022,"Inondation",0
"10",2023,"Inondation",0
"18",2023,"Inondation",0
"22",2023,"Inondation",0
"27",2023,"Inondation",0
"37",2023,"Inondation",0
"41",2023,"Inondation",0
"60",2023,"Inondation",0
"72",2023,"Inondation",0
"78",2023,"Inondation",0
"82",2023,"Inondation",0
"89",2023,"Inondation",0
"91",2023,"Inondation",0
"92",2023,"Inondation",0
"94",2023,"Inondation",0
"95",2023,"Inondation",0
"92",2019,"Sécheresse",0
